FIPS,County Name,State,Avg Temperature (°F),Data Points
11145,"IL: Perry County",IL,58.03,12
11147,"IL: Piatt County",IL,54.67,12
11149,"IL: Pike County",IL,55.51,12
11151,"IL: Pope County",IL,58.66,12
11153,"IL: Pulaski County",IL,59.82,12
11155,"IL: Putnam County",IL,52.95,12
11157,"IL: Randolph County",IL,57.78,12
11159,"IL: Richland County",IL,57.02,12
11161,"IL: Rock Island County",IL,53.06,12
11163,"IL: St. Clair County",IL,57.98,12
11165,"IL: Saline County",IL,58.19,12
11167,"IL: Sangamon County",IL,55.03,12
11169,"IL: Schuyler County",IL,54.58,12
11171,"IL: Scott County",IL,55.30,12
11173,"IL: Shelby County",IL,55.58,12
11175,"IL: Stark County",IL,52.91,12
11177,"IL: Stephenson County",IL,50.01,12
11179,"IL: Tazewell County",IL,54.75,12
11181,"IL: Union County",IL,58.63,12
11183,"IL: Vermilion County",IL,53.65,12
11185,"IL: Wabash County",IL,57.70,12
11187,"IL: Warren County",IL,52.99,12
11189,"IL: Washington County",IL,57.78,12
11191,"IL: Wayne County",IL,57.92,12
11193,"IL: White County",IL,58.56,12
11195,"IL: Whiteside County",IL,52.16,12
11197,"IL: Will County",IL,52.28,12
11199,"IL: Williamson County",IL,57.97,12
11201,"IL: Winnebago County",IL,50.85,12
11203,"IL: Woodford County",IL,53.87,12
12001,"IN: Adams County",IN,52.94,12
12003,"IN: Allen County",IN,52.57,12
12005,"IN: Bartholomew County",IN,55.96,12
12007,"IN: Benton County",IN,53.08,12
12009,"IN: Blackford County",IN,53.54,12
12011,"IN: Boone County",IN,53.35,12
12013,"IN: Brown County",IN,55.16,12
12015,"IN: Carroll County",IN,53.33,12
12017,"IN: Cass County",IN,52.78,12
12019,"IN: Clark County",IN,57.00,12
12021,"IN: Clay County",IN,55.67,12
12023,"IN: Clinton County",IN,53.21,12
12025,"IN: Crawford County",IN,56.03,12
12027,"IN: Daviess County",IN,56.71,12
12029,"IN: Dearborn County",IN,55.76,12
12031,"IN: Decatur County",IN,55.10,12
12033,"IN: DeKalb County",IN,51.71,12
12035,"IN: Delaware County",IN,54.11,12
12037,"IN: Dubois County",IN,56.35,12
12039,"IN: Elkhart County",IN,51.90,12
12041,"IN: Fayette County",IN,53.78,12
12043,"IN: Floyd County",IN,57.31,12
12045,"IN: Fountain County",IN,53.60,12
12047,"IN: Franklin County",IN,54.69,12
12049,"IN: Fulton County",IN,52.32,12
12051,"IN: Gibson County",IN,58.06,12
12053,"IN: Grant County",IN,53.57,12
12055,"IN: Greene County",IN,55.91,12
12057,"IN: Hamilton County",IN,53.84,12
12059,"IN: Hancock County",IN,54.39,12
12061,"IN: Harrison County",IN,57.23,12
12063,"IN: Hendricks County",IN,53.97,12
12065,"IN: Henry County",IN,53.54,12
12067,"IN: Howard County",IN,53.04,12
12069,"IN: Huntington County",IN,52.70,12
12071,"IN: Jackson County",IN,56.31,12
12073,"IN: Jasper County",IN,52.52,12
12075,"IN: Jay County",IN,53.05,12
12077,"IN: Jefferson County",IN,56.63,12
12079,"IN: Jennings County",IN,56.21,12
12081,"IN: Johnson County",IN,54.99,12
12083,"IN: Knox County",IN,57.18,12
12085,"IN: Kosciusko County",IN,51.99,12
12087,"IN: LaGrange County",IN,51.72,12
12089,"IN: Lake County",IN,52.37,12
12091,"IN: LaPorte County",IN,51.96,12
12093,"IN: Lawrence County",IN,55.39,12
12095,"IN: Madison County",IN,54.25,12
12097,"IN: Marion County",IN,54.60,12
12099,"IN: Marshall County",IN,52.01,12
12101,"IN: Martin County",IN,55.99,12
12103,"IN: Miami County",IN,52.85,12
12105,"IN: Monroe County",IN,54.85,12
12107,"IN: Montgomery County",IN,53.50,12
12109,"IN: Morgan County",IN,54.85,12
12111,"IN: Newton County",IN,52.70,12
12113,"IN: Noble County",IN,51.71,12
12115,"IN: Ohio County",IN,56.56,12
12117,"IN: Orange County",IN,55.62,12
12119,"IN: Owen County",IN,55.23,12
12121,"IN: Parke County",IN,54.16,12
12123,"IN: Perry County",IN,56.49,12
12125,"IN: Pike County",IN,57.31,12
12127,"IN: Porter County",IN,52.08,12
12129,"IN: Posey County",IN,58.79,12
12131,"IN: Pulaski County",IN,52.40,12
12133,"IN: Putnam County",IN,54.02,12
12135,"IN: Randolph County",IN,52.84,12
12137,"IN: Ripley County",IN,55.33,12
12139,"IN: Rush County",IN,54.28,12
12141,"IN: St. Joseph County",IN,51.94,12
12143,"IN: Scott County",IN,56.74,12
12145,"IN: Shelby County",IN,55.25,12
12147,"IN: Spencer County",IN,57.48,12
12149,"IN: Starke County",IN,52.24,12
12151,"IN: Steuben County",IN,51.08,12
12153,"IN: Sullivan County",IN,56.75,12
12155,"IN: Switzerland County",IN,56.87,12
12157,"IN: Tippecanoe County",IN,53.77,12
12159,"IN: Tipton County",IN,53.27,12
12161,"IN: Union County",IN,53.68,12
12163,"IN: Vanderburgh County",IN,58.72,12
12165,"IN: Vermillion County",IN,54.32,12
12167,"IN: Vigo County",IN,56.10,12
12169,"IN: Wabash County",IN,52.75,12
12171,"IN: Warren County",IN,53.40,12
12173,"IN: Warrick County",IN,58.00,12
12175,"IN: Washington County",IN,55.99,12
12177,"IN: Wayne County",IN,52.82,12
12179,"IN: Wells County",IN,52.93,12
12181,"IN: White County",IN,53.06,12
12183,"IN: Whitley County",IN,51.96,12
13001,"IA: Adair County",IA,51.25,12
13003,"IA: Adams County",IA,51.79,12
13005,"IA: Allamakee County",IA,48.52,12
13007,"IA: Appanoose County",IA,52.86,12
13009,"IA: Audubon County",IA,50.33,12
13011,"IA: Benton County",IA,50.38,12
13013,"IA: Black Hawk County",IA,50.21,12
13015,"IA: Boone County",IA,50.78,12
13017,"IA: Bremer County",IA,49.19,12
13019,"IA: Buchanan County",IA,49.35,12
13021,"IA: Buena Vista County",IA,48.79,12
13023,"IA: Butler County",IA,49.40,12
13025,"IA: Calhoun County",IA,49.71,12
13027,"IA: Carroll County",IA,50.40,12
13029,"IA: Cass County",IA,51.45,12
13031,"IA: Cedar County",IA,51.49,12
13033,"IA: Cerro Gordo County",IA,48.29,12
13035,"IA: Cherokee County",IA,48.90,12
13037,"IA: Chickasaw County",IA,48.19,12
13039,"IA: Clarke County",IA,52.86,12
13041,"IA: Clay County",IA,48.34,12
13043,"IA: Clayton County",IA,49.02,12
13045,"IA: Clinton County",IA,52.23,12
13047,"IA: Crawford County",IA,50.80,12
13049,"IA: Dallas County",IA,51.76,12
13051,"IA: Davis County",IA,53.06,12
13053,"IA: Decatur County",IA,53.18,12
13055,"IA: Delaware County",IA,49.33,12
13057,"IA: Des Moines County",IA,53.24,12
13059,"IA: Dickinson County",IA,47.53,12
13061,"IA: Dubuque County",IA,49.79,12
13063,"IA: Emmet County",IA,47.50,12
13065,"IA: Fayette County",IA,48.29,12
13067,"IA: Floyd County",IA,48.54,12
13069,"IA: Franklin County",IA,48.94,12
13071,"IA: Fremont County",IA,53.09,12
13073,"IA: Greene County",IA,50.42,12
13075,"IA: Grundy County",IA,49.92,12
13077,"IA: Guthrie County",IA,50.85,12
13079,"IA: Hamilton County",IA,49.33,12
13081,"IA: Hancock County",IA,48.04,12
13083,"IA: Hardin County",IA,49.78,12
13085,"IA: Harrison County",IA,51.82,12
13087,"IA: Henry County",IA,52.79,12
13089,"IA: Howard County",IA,47.22,12
13091,"IA: Humboldt County",IA,48.95,12
13093,"IA: Ida County",IA,49.92,12
13095,"IA: Iowa County",IA,51.47,12
13097,"IA: Jackson County",IA,51.15,12
13099,"IA: Jasper County",IA,51.74,12
13101,"IA: Jefferson County",IA,52.18,12
13103,"IA: Johnson County",IA,51.70,12
13105,"IA: Jones County",IA,50.97,12
13107,"IA: Keokuk County",IA,51.92,12
13109,"IA: Kossuth County",IA,48.24,12
13111,"IA: Lee County",IA,53.73,12
13113,"IA: Linn County",IA,50.83,12
13115,"IA: Louisa County",IA,53.07,12
13117,"IA: Lucas County",IA,52.71,12
13119,"IA: Lyon County",IA,47.60,12
13121,"IA: Madison County",IA,52.34,12
13123,"IA: Mahaska County",IA,52.37,12
13125,"IA: Marion County",IA,52.48,12
13127,"IA: Marshall County",IA,50.66,12
13129,"IA: Mills County",IA,52.68,12
13131,"IA: Mitchell County",IA,47.74,12
13133,"IA: Monona County",IA,51.16,12
13135,"IA: Monroe County",IA,52.77,12
13137,"IA: Montgomery County",IA,52.24,12
13139,"IA: Muscatine County",IA,52.20,12
13141,"IA: O'Brien County",IA,48.26,12
13143,"IA: Osceola County",IA,47.48,12
13145,"IA: Page County",IA,52.60,12
13147,"IA: Palo Alto County",IA,48.20,12
13149,"IA: Plymouth County",IA,49.25,12
13151,"IA: Pocahontas County",IA,48.70,12
13153,"IA: Polk County",IA,52.04,12
13155,"IA: Pottawattamie County",IA,52.06,12
13157,"IA: Poweshiek County",IA,51.36,12
13159,"IA: Ringgold County",IA,52.79,12
13161,"IA: Sac County",IA,49.91,12
13163,"IA: Scott County",IA,52.90,12
13165,"IA: Shelby County",IA,51.00,12
13167,"IA: Sioux County",IA,48.22,12
13169,"IA: Story County",IA,50.87,12
13171,"IA: Tama County",IA,50.42,12
13173,"IA: Taylor County",IA,52.35,12
13175,"IA: Union County",IA,52.09,12
13177,"IA: Van Buren County",IA,52.91,12
13179,"IA: Wapello County",IA,52.69,12
13181,"IA: Warren County",IA,52.63,12
13183,"IA: Washington County",IA,52.05,12
13185,"IA: Wayne County",IA,52.68,12
13187,"IA: Webster County",IA,49.42,12
13189,"IA: Winnebago County",IA,47.57,12
13191,"IA: Winneshiek County",IA,48.44,12
13193,"IA: Woodbury County",IA,50.27,12
13195,"IA: Worth County",IA,47.80,12
13197,"IA: Wright County",IA,48.55,12
14001,"KS: Allen County",KS,57.97,12
14003,"KS: Anderson County",KS,57.51,12
14005,"KS: Atchison County",KS,55.62,12
14007,"KS: Barber County",KS,58.95,12
14009,"KS: Barton County",KS,56.10,12
14011,"KS: Bourbon County",KS,58.24,12
14013,"KS: Brown County",KS,54.93,12
14015,"KS: Butler County",KS,58.62,12
14017,"KS: Chase County",KS,57.19,12
14019,"KS: Chautauqua County",KS,59.56,12
14021,"KS: Cherokee County",KS,60.01,12
14023,"KS: Cheyenne County",KS,52.18,12
14025,"KS: Clark County",KS,58.09,12
14027,"KS: Clay County",KS,56.52,12
14029,"KS: Cloud County",KS,56.48,12
14031,"KS: Coffey County",KS,58.17,12
14033,"KS: Comanche County",KS,58.17,12
14035,"KS: Cowley County",KS,59.46,12
14037,"KS: Crawford County",KS,59.11,12
14039,"KS: Decatur County",KS,52.68,12
14041,"KS: Dickinson County",KS,57.45,12
14043,"KS: Doniphan County",KS,55.26,12
14045,"KS: Douglas County",KS,57.29,12
14047,"KS: Edwards County",KS,56.97,12
14049,"KS: Elk County",KS,58.97,12
14051,"KS: Ellis County",KS,55.56,12
14053,"KS: Ellsworth County",KS,57.09,12
14055,"KS: Finney County",KS,55.27,12
14057,"KS: Ford County",KS,56.76,12
14059,"KS: Franklin County",KS,57.58,12
14061,"KS: Geary County",KS,57.14,12
14063,"KS: Gove County",KS,54.25,12
14065,"KS: Graham County",KS,54.40,12
14067,"KS: Grant County",KS,55.73,12
14069,"KS: Gray County",KS,56.05,12
14071,"KS: Greeley County",KS,52.57,12
14073,"KS: Greenwood County",KS,58.40,12
14075,"KS: Hamilton County",KS,54.43,12
14077,"KS: Harper County",KS,59.32,12
14079,"KS: Harvey County",KS,58.18,12
14081,"KS: Haskell County",KS,55.79,12
14083,"KS: Hodgeman County",KS,56.53,12
14085,"KS: Jackson County",KS,55.33,12
14087,"KS: Jefferson County",KS,56.48,12
14089,"KS: Jewell County",KS,54.83,12
14091,"KS: Johnson County",KS,57.40,12
14093,"KS: Kearny County",KS,54.95,12
14095,"KS: Kingman County",KS,58.37,12
14097,"KS: Kiowa County",KS,57.41,12
14099,"KS: Labette County",KS,59.48,12
14101,"KS: Lane County",KS,54.77,12
14103,"KS: Leavenworth County",KS,56.96,12
14105,"KS: Lincoln County",KS,56.93,12
14107,"KS: Linn County",KS,57.67,12
14109,"KS: Logan County",KS,53.71,12
14111,"KS: Lyon County",KS,57.74,12
14113,"KS: McPherson County",KS,57.59,12
14115,"KS: Marion County",KS,57.41,12
14117,"KS: Marshall County",KS,53.75,12
14119,"KS: Meade County",KS,57.53,12
14121,"KS: Miami County",KS,57.54,12
14123,"KS: Mitchell County",KS,55.90,12
14125,"KS: Montgomery County",KS,59.63,12
14127,"KS: Morris County",KS,56.79,12
14129,"KS: Morton County",KS,56.24,12
14131,"KS: Nemaha County",KS,54.11,12
14133,"KS: Neosho County",KS,58.72,12
14135,"KS: Ness County",KS,55.55,12
14137,"KS: Norton County",KS,53.07,12
14139,"KS: Osage County",KS,57.77,12
14141,"KS: Osborne County",KS,55.45,12
14143,"KS: Ottawa County",KS,57.18,12
14145,"KS: Pawnee County",KS,56.31,12
14147,"KS: Phillips County",KS,53.83,12
14149,"KS: Pottawatomie County",KS,55.68,12
14151,"KS: Pratt County",KS,58.07,12
14153,"KS: Rawlins County",KS,52.35,12
14155,"KS: Reno County",KS,57.80,12
14157,"KS: Republic County",KS,55.20,12
14159,"KS: Rice County",KS,56.93,12
14161,"KS: Riley County",KS,56.41,12
14163,"KS: Rooks County",KS,54.92,12
14165,"KS: Rush County",KS,55.70,12
14167,"KS: Russell County",KS,56.61,12
14169,"KS: Saline County",KS,57.70,12
14171,"KS: Scott County",KS,54.46,12
14173,"KS: Sedgwick County",KS,58.99,12
14175,"KS: Seward County",KS,57.00,12
14177,"KS: Shawnee County",KS,57.13,12
14179,"KS: Sheridan County",KS,53.30,12
14181,"KS: Sherman County",KS,52.04,12
14183,"KS: Smith County",KS,54.05,12
14185,"KS: Stafford County",KS,56.77,12
14187,"KS: Stanton County",KS,55.45,12
14189,"KS: Stevens County",KS,56.62,12
14191,"KS: Sumner County",KS,59.64,12
14193,"KS: Thomas County",KS,52.60,12
14195,"KS: Trego County",KS,54.92,12
14197,"KS: Wabaunsee County",KS,56.90,12
14199,"KS: Wallace County",KS,52.67,12
14201,"KS: Washington County",KS,54.37,12
14203,"KS: Wichita County",KS,53.64,12
14205,"KS: Wilson County",KS,59.05,12
14207,"KS: Woodson County",KS,58.55,12
14209,"KS: Wyandotte County",KS,57.29,12
15001,"KY: Adair County",KY,58.01,12
15003,"KY: Allen County",KY,59.37,12
15005,"KY: Anderson County",KY,57.49,12
15007,"KY: Ballard County",KY,60.34,12
15009,"KY: Barren County",KY,58.90,12
15011,"KY: Bath County",KY,56.81,12
15013,"KY: Bell County",KY,56.58,12
15015,"KY: Boone County",KY,56.57,12
15017,"KY: Bourbon County",KY,56.79,12
15019,"KY: Boyd County",KY,57.42,12
15021,"KY: Boyle County",KY,57.57,12
15023,"KY: Bracken County",KY,56.10,12
15025,"KY: Breathitt County",KY,57.95,12
15027,"KY: Breckinridge County",KY,57.38,12
15029,"KY: Bullitt County",KY,58.40,12
15031,"KY: Butler County",KY,59.43,12
15033,"KY: Caldwell County",KY,59.78,12
15035,"KY: Calloway County",KY,60.08,12
15037,"KY: Campbell County",KY,56.75,12
15039,"KY: Carlisle County",KY,60.55,12
15041,"KY: Carroll County",KY,57.39,12
15043,"KY: Carter County",KY,56.49,12
15045,"KY: Casey County",KY,57.38,12
15047,"KY: Christian County",KY,60.07,12
15049,"KY: Clark County",KY,57.29,12
15051,"KY: Clay County",KY,57.66,12
15053,"KY: Clinton County",KY,58.24,12
15055,"KY: Crittenden County",KY,59.28,12
15057,"KY: Cumberland County",KY,58.87,12
15059,"KY: Daviess County",KY,58.43,12
15061,"KY: Edmonson County",KY,59.16,12
15063,"KY: Elliott County",KY,56.52,12
15065,"KY: Estill County",KY,57.86,12
15067,"KY: Fayette County",KY,57.25,12
15069,"KY: Fleming County",KY,56.17,12
15071,"KY: Floyd County",KY,57.68,12
15073,"KY: Franklin County",KY,57.43,12
15075,"KY: Fulton County",KY,60.83,12
15077,"KY: Gallatin County",KY,57.32,12
15079,"KY: Garrard County",KY,57.83,12
15081,"KY: Grant County",KY,56.80,12
15083,"KY: Graves County",KY,60.35,12
15085,"KY: Grayson County",KY,58.30,12
15087,"KY: Green County",KY,58.41,12
15089,"KY: Greenup County",KY,56.63,12
15091,"KY: Hancock County",KY,57.30,12
15093,"KY: Hardin County",KY,57.93,12
15095,"KY: Harlan County",KY,55.71,12
15097,"KY: Harrison County",KY,56.69,12
15099,"KY: Hart County",KY,58.55,12
15101,"KY: Henderson County",KY,59.07,12
15103,"KY: Henry County",KY,56.95,12
15105,"KY: Hickman County",KY,60.65,12
15107,"KY: Hopkins County",KY,59.88,12
15109,"KY: Jackson County",KY,57.13,12
15111,"KY: Jefferson County",KY,57.98,12
15113,"KY: Jessamine County",KY,57.73,12
15115,"KY: Johnson County",KY,57.12,12
15117,"KY: Kenton County",KY,56.55,12
15119,"KY: Knott County",KY,57.13,12
15121,"KY: Knox County",KY,57.42,12
15123,"KY: Larue County",KY,58.04,12
15125,"KY: Laurel County",KY,57.46,12
15127,"KY: Lawrence County",KY,57.15,12
15129,"KY: Lee County",KY,57.92,12
15131,"KY: Leslie County",KY,57.24,12
15133,"KY: Letcher County",KY,56.19,12
15135,"KY: Lewis County",KY,55.86,12
15137,"KY: Lincoln County",KY,57.34,12
15139,"KY: Livingston County",KY,59.65,12
15141,"KY: Logan County",KY,59.36,12
15143,"KY: Lyon County",KY,60.03,12
15145,"KY: McCracken County",KY,60.36,12
15147,"KY: McCreary County",KY,57.16,12
15149,"KY: McLean County",KY,59.44,12
15151,"KY: Madison County",KY,57.84,12
15153,"KY: Magoffin County",KY,57.25,12
15155,"KY: Marion County",KY,57.93,12
15157,"KY: Marshall County",KY,60.27,12
15159,"KY: Martin County",KY,57.47,12
15161,"KY: Mason County",KY,55.71,12
15163,"KY: Meade County",KY,57.29,12
15165,"KY: Menifee County",KY,56.80,12
15167,"KY: Mercer County",KY,57.75,12
15169,"KY: Metcalfe County",KY,58.15,12
15171,"KY: Monroe County",KY,58.68,12
15173,"KY: Montgomery County",KY,56.96,12
15175,"KY: Morgan County",KY,56.88,12
15177,"KY: Muhlenberg County",KY,59.59,12
15179,"KY: Nelson County",KY,58.11,12
15181,"KY: Nicholas County",KY,56.44,12
15183,"KY: Ohio County",KY,58.81,12
15185,"KY: Oldham County",KY,56.80,12
15187,"KY: Owen County",KY,57.14,12
15189,"KY: Owsley County",KY,57.98,12
15191,"KY: Pendleton County",KY,56.72,12
15193,"KY: Perry County",KY,57.52,12
15195,"KY: Pike County",KY,57.51,12
15197,"KY: Powell County",KY,57.50,12
15199,"KY: Pulaski County",KY,57.58,12
15201,"KY: Robertson County",KY,56.24,12
15203,"KY: Rockcastle County",KY,57.31,12
15205,"KY: Rowan County",KY,56.21,12
15207,"KY: Russell County",KY,57.95,12
15209,"KY: Scott County",KY,57.02,12
15211,"KY: Shelby County",KY,56.87,12
15213,"KY: Simpson County",KY,59.57,12
15215,"KY: Spencer County",KY,57.56,12
15217,"KY: Taylor County",KY,57.94,12
15219,"KY: Todd County",KY,59.62,12
15221,"KY: Trigg County",KY,60.26,12
15223,"KY: Trimble County",KY,56.94,12
15225,"KY: Union County",KY,59.14,12
15227,"KY: Warren County",KY,59.77,12
15229,"KY: Washington County",KY,57.78,12
15231,"KY: Wayne County",KY,57.69,12
15233,"KY: Webster County",KY,59.46,12
15235,"KY: Whitley County",KY,57.32,12
15237,"KY: Wolfe County",KY,57.36,12
15239,"KY: Woodford County",KY,57.62,12
16001,"LA: Acadia Parish",LA,70.89,12
16003,"LA: Allen Parish",LA,70.14,12
16005,"LA: Ascension Parish",LA,71.37,12
16007,"LA: Assumption Parish",LA,71.58,12
16009,"LA: Avoyelles Parish",LA,69.31,12
16011,"LA: Beauregard Parish",LA,70.32,12
16013,"LA: Bienville Parish",LA,67.48,12
16015,"LA: Bossier Parish",LA,67.40,12
16017,"LA: Caddo Parish",LA,67.80,12
16019,"LA: Calcasieu Parish",LA,71.16,12
16021,"LA: Caldwell Parish",LA,68.08,12
16023,"LA: Cameron Parish",LA,71.68,12
16025,"LA: Catahoula Parish",LA,68.67,12
16027,"LA: Claiborne Parish",LA,66.18,12
16029,"LA: Concordia Parish",LA,68.80,12
16031,"LA: De Soto Parish",LA,68.01,12
16033,"LA: East Baton Rouge Parish",LA,71.12,12
16035,"LA: East Carroll Parish",LA,67.49,12
16037,"LA: East Feliciana Parish",LA,70.03,12
16039,"LA: Evangeline Parish",LA,69.91,12
16041,"LA: Franklin Parish",LA,68.36,12
16043,"LA: Grant Parish",LA,68.70,12
16045,"LA: Iberia Parish",LA,71.61,12
16047,"LA: Iberville Parish",LA,71.33,12
16049,"LA: Jackson Parish",LA,67.30,12
16051,"LA: Jefferson Parish",LA,72.31,12
16053,"LA: Jefferson Davis Parish",LA,70.85,12
16055,"LA: Lafayette Parish",LA,71.30,12
16057,"LA: Lafourche Parish",LA,72.27,12
16059,"LA: La Salle Parish",LA,68.65,12
16061,"LA: Lincoln Parish",LA,66.73,12
16063,"LA: Livingston Parish",LA,70.97,12
16065,"LA: Madison Parish",LA,68.05,12
16067,"LA: Morehouse Parish",LA,66.96,12
16069,"LA: Natchitoches Parish",LA,68.75,12
16071,"LA: Orleans Parish",LA,72.02,12
16073,"LA: Ouachita Parish",LA,67.26,12
16075,"LA: Plaquemines Parish",LA,72.58,12
16077,"LA: Pointe Coupee Parish",LA,70.47,12
16079,"LA: Rapides Parish",LA,69.34,12
16081,"LA: Red River Parish",LA,68.11,12
16083,"LA: Richland Parish",LA,67.79,12
16085,"LA: Sabine Parish",LA,68.77,12
16087,"LA: St. Bernard Parish",LA,72.03,12
16089,"LA: St. Charles Parish",LA,72.02,12
16091,"LA: St. Helena Parish",LA,69.83,12
16093,"LA: St. James Parish",LA,71.52,12
16095,"LA: St. John the Baptist Parish",LA,71.61,12
16097,"LA: St. Landry Parish",LA,70.31,12
16099,"LA: St. Martin Parish",LA,71.38,12
16101,"LA: St. Mary Parish",LA,71.74,12
16103,"LA: St. Tammany Parish",LA,70.93,12
16105,"LA: Tangipahoa Parish",LA,70.38,12
16107,"LA: Tensas Parish",LA,68.35,12
16109,"LA: Terrebonne Parish",LA,72.30,12
16111,"LA: Union Parish",LA,66.52,12
16113,"LA: Vermilion Parish",LA,71.58,12
16115,"LA: Vernon Parish",LA,69.50,12
16117,"LA: Washington Parish",LA,69.91,12
16119,"LA: Webster Parish",LA,66.91,12
16121,"LA: West Baton Rouge Parish",LA,71.25,12
16123,"LA: West Carroll Parish",LA,67.29,12
16125,"LA: West Feliciana Parish",LA,69.98,12
16127,"LA: Winn Parish",LA,68.14,12
17001,"ME: Androscoggin County",ME,47.69,12
17003,"ME: Aroostook County",ME,42.02,12
17005,"ME: Cumberland County",ME,47.85,12
17007,"ME: Franklin County",ME,42.83,12
17009,"ME: Hancock County",ME,47.09,12
17011,"ME: Kennebec County",ME,47.58,12
17013,"ME: Knox County",ME,47.31,12
17015,"ME: Lincoln County",ME,47.90,12
17017,"ME: Oxford County",ME,45.01,12
17019,"ME: Penobscot County",ME,45.37,12
17021,"ME: Piscataquis County",ME,42.68,12
17023,"ME: Sagadahoc County",ME,48.34,12
17025,"ME: Somerset County",ME,42.77,12
17027,"ME: Waldo County",ME,46.89,12
17029,"ME: Washington County",ME,46.46,12
17031,"ME: York County",ME,48.37,12
18001,"MD: Allegany County",MD,53.87,12
18003,"MD: Anne Arundel County",MD,59.14,12
18005,"MD: Baltimore County",MD,57.06,12
18009,"MD: Calvert County",MD,59.04,12
18011,"MD: Caroline County",MD,58.14,12
18013,"MD: Carroll County",MD,55.50,12
18015,"MD: Cecil County",MD,56.72,12
18017,"MD: Charles County",MD,59.27,12
18019,"MD: Dorchester County",MD,59.55,12
18021,"MD: Frederick County",MD,55.87,12
18023,"MD: Garrett County",MD,50.29,12
18025,"MD: Harford County",MD,56.80,12
18027,"MD: Howard County",MD,56.96,12
18029,"MD: Kent County",MD,57.90,12
18031,"MD: Montgomery County",MD,57.24,12
18033,"MD: Prince George's County",MD,58.42,12
18035,"MD: Queen Anne's County",MD,58.12,12
18037,"MD: St. Mary's County",MD,59.39,12
18039,"MD: Somerset County",MD,60.06,12
18041,"MD: Talbot County",MD,58.83,12
18043,"MD: Washington County",MD,55.04,12
18045,"MD: Wicomico County",MD,59.43,12
18047,"MD: Worcester County",MD,59.44,12
18510,"MD: Baltimore city",MD,59.41,12
18511,"DC: District of Columbia",DC,58.58,12
19001,"MA: Barnstable County",MA,53.51,12
19003,"MA: Berkshire County",MA,48.31,12
19005,"MA: Bristol County",MA,53.32,12
19007,"MA: Dukes County",MA,53.72,12
19009,"MA: Essex County",MA,51.20,12
19011,"MA: Franklin County",MA,49.76,12
19013,"MA: Hampden County",MA,50.91,12
19015,"MA: Hampshire County",MA,50.36,12
19017,"MA: Middlesex County",MA,51.93,12
19019,"MA: Nantucket County",MA,52.96,12
19021,"MA: Norfolk County",MA,52.95,12
19023,"MA: Plymouth County",MA,53.68,12
19025,"MA: Suffolk County",MA,53.17,12
19027,"MA: Worcester County",MA,50.91,12
20001,"MI: Alcona County",MI,46.52,12
20003,"MI: Alger County",MI,43.19,12
20005,"MI: Allegan County",MI,50.83,12
20007,"MI: Alpena County",MI,46.74,12
20009,"MI: Antrim County",MI,47.37,12
20011,"MI: Arenac County",MI,48.81,12
20013,"MI: Baraga County",MI,41.93,12
20015,"MI: Barry County",MI,50.34,12
20017,"MI: Bay County",MI,49.84,12
20019,"MI: Benzie County",MI,47.70,12
20021,"MI: Berrien County",MI,51.78,12
20023,"MI: Branch County",MI,50.98,12
20025,"MI: Calhoun County",MI,50.73,12
20027,"MI: Cass County",MI,51.38,12
20029,"MI: Charlevoix County",MI,47.11,12
20031,"MI: Cheboygan County",MI,46.11,12
20033,"MI: Chippewa County",MI,43.44,12
20035,"MI: Clare County",MI,47.57,12
20037,"MI: Clinton County",MI,50.21,12
20039,"MI: Crawford County",MI,46.22,12
20041,"MI: Delta County",MI,44.15,12
20043,"MI: Dickinson County",MI,43.30,12
20045,"MI: Eaton County",MI,50.32,12
20047,"MI: Emmet County",MI,46.13,12
20049,"MI: Genesee County",MI,50.31,12
20051,"MI: Gladwin County",MI,48.63,12
20053,"MI: Gogebic County",MI,41.89,12
20055,"MI: Grand Traverse County",MI,47.86,12
20057,"MI: Gratiot County",MI,49.68,12
20059,"MI: Hillsdale County",MI,50.62,12
20061,"MI: Houghton County",MI,43.32,12
20063,"MI: Huron County",MI,49.22,12
20065,"MI: Ingham County",MI,50.04,12
20067,"MI: Ionia County",MI,49.86,12
20069,"MI: Iosco County",MI,47.68,12
20071,"MI: Iron County",MI,41.65,12
20073,"MI: Isabella County",MI,48.78,12
20075,"MI: Jackson County",MI,50.09,12
20077,"MI: Kalamazoo County",MI,51.16,12
20079,"MI: Kalkaska County",MI,46.84,12
20081,"MI: Kent County",MI,49.81,12
20083,"MI: Keweenaw County",MI,42.93,12
20085,"MI: Lake County",MI,47.53,12
20087,"MI: Lapeer County",MI,50.11,12
20089,"MI: Leelanau County",MI,47.75,12
20091,"MI: Lenawee County",MI,51.50,12
20093,"MI: Livingston County",MI,49.76,12
20095,"MI: Luce County",MI,42.58,12
20097,"MI: Mackinac County",MI,43.88,12
20099,"MI: Macomb County",MI,51.73,12
20101,"MI: Manistee County",MI,47.43,12
20103,"MI: Marquette County",MI,42.44,12
20105,"MI: Mason County",MI,47.64,12
20107,"MI: Mecosta County",MI,47.94,12
20109,"MI: Menominee County",MI,45.01,12
20111,"MI: Midland County",MI,49.67,12
20113,"MI: Missaukee County",MI,46.64,12
20115,"MI: Monroe County",MI,52.46,12
20117,"MI: Montcalm County",MI,48.84,12
20119,"MI: Montmorency County",MI,46.50,12
20121,"MI: Muskegon County",MI,50.09,12
